day,time,loc_x,loc_y,participantId
2022-07-24,00:00:00,-285.0033040228328,5296.01508231178,1
2022-07-24,00:00:00,-1702.1057284608669,2048.271560857532,25
2022-07-24,00:00:00,-1627.3229182469468,2048.271560857532,26
2022-07-24,00:00:00,-879.6508261724598,5658.319836675627,27
2022-07-24,00:00:00,-3017.5752906829352,6249.163590680813,28
2022-07-24,00:00:00,533.243532438734,1067.052320700562,47
2022-07-24,00:00:00,-1396.3194484189332,2171.962600676111,61
2022-07-24,00:00:00,-1525.1420104925917,1575.4219327449612,62
2022-07-24,00:00:00,537.5487781075327,4325.595357065675,69
2022-07-24,00:00:00,-567.9213036184652,5971.274519378611,72
2022-07-24,00:00:00,580.3965404548777,4280.8677768141115,82
2022-07-24,00:00:00,831.061879867088,4056.187961737148,86
2022-07-24,00:00:00,-1423.5831222046177,1973.3137542599504,98
2022-07-24,00:00:00,-67.28527771284766,4514.923398245357,117
2022-07-24,00:00:00,-1411.6432234572194,1206.3549180720588,121
2022-07-24,00:00:00,-493.7268707520858,1395.2821634910958,133
2022-07-24,00:00:00,620.3108823479811,4079.478052167119,135
2022-07-24,00:00:00,626.5021538466519,4478.576143046458,137
2022-07-24,00:00:00,-1598.21244043112,1727.7262699483656,153
2022-07-24,00:00:00,-469.82102227082703,5943.867019338775,155
2022-07-24,00:00:00,2488.067018234457,4043.9132725302534,162
2022-07-24,00:00:00,607.6839706255785,2383.4941895708853,164
2022-07-24,00:00:00,1366.2417429682478,4715.042752897177,167
2022-07-24,00:00:00,649.8446287662705,2585.1563297162347,173
2022-07-24,00:00:00,1784.5159809592983,3423.2709297455353,175
2022-07-24,00:00:00,359.2567913319125,4138.105315267985,176
2022-07-24,00:00:00,53.139653304594646,1093.9774101968076,179
2022-07-24,00:00:00,1771.0196679998585,3327.219248047262,191
2022-07-24,00:00:00,203.6684279922372,4467.069540291601,202
2022-07-24,00:00:00,2050.180926104707,4374.926623500649,244
2022-07-24,00:00:00,1355.3693984279332,3986.8838394112713,249
2022-07-24,00:00:00,597.7810058289643,1938.372517411696,250
