day,time,loc_x,loc_y,participantId
2022-08-28,00:00:00,-3903.194075780787,5967.8369837734845,1
2022-08-28,00:00:00,562.4483774340464,1645.9447371943545,9
2022-08-28,00:00:00,1603.441866432816,4025.56333128745,14
2022-08-28,00:00:00,1792.288740518518,3445.633257478743,19
2022-08-28,00:00:00,1621.7516640707404,4457.745004135188,22
2022-08-28,00:00:00,620.679512600292,3446.0334925048837,24
2022-08-28,00:00:00,-1702.1057284608669,2048.271560857532,25
2022-08-28,00:00:00,-690.2127774900986,5386.750790644787,28
2022-08-28,00:00:00,2050.180926104707,4335.0803589938605,34
2022-08-28,00:00:00,1259.7550319545578,4768.65403499302,39
2022-08-28,00:00:00,4.502697650541232,5359.332759482619,40
2022-08-28,00:00:00,361.8254056349728,4702.987428661796,48
2022-08-28,00:00:00,1274.271591356552,1163.5051209752276,60
2022-08-28,00:00:00,-1396.3194484189332,2171.962600676111,61
2022-08-28,00:00:00,537.5487781075327,4325.595357065675,69
2022-08-28,00:00:00,605.8700695260123,1773.0673495314356,73
2022-08-28,00:00:00,-2504.3540381962953,2481.628836470987,78
2022-08-28,00:00:00,504.5104637805797,1477.886760892753,82
2022-08-28,00:00:00,87.30064590793586,4724.262105044137,84
2022-08-28,00:00:00,-100.94272074299435,5328.444832535462,91
2022-08-28,00:00:00,1769.403996939719,4069.050012911854,92
2022-08-28,00:00:00,2066.7737105199117,4943.225138225304,106
2022-08-28,00:00:00,-1664.7143233539068,2058.9072198973454,112
2022-08-28,00:00:00,-216.37471127858447,4804.701809335832,135
2022-08-28,00:00:00,607.8621692661453,1750.165185374374,144
2022-08-28,00:00:00,-1598.21244043112,1727.7262699483656,153
2022-08-28,00:00:00,-469.82102227082703,5943.867019338775,155
2022-08-28,00:00:00,2488.067018234457,4043.9132725302534,162
2022-08-28,00:00:00,-1086.1892050000802,5883.419740909802,163
2022-08-28,00:00:00,607.6839706255785,2383.4941895708853,164
2022-08-28,00:00:00,624.7941609893063,3865.653540506299,166
2022-08-28,00:00:00,-1067.3993095225526,1603.079320352066,169
2022-08-28,00:00:00,636.6519460720745,2997.9353653469343,179
2022-08-28,00:00:00,1250.1855937282917,4900.7977692411405,181
2022-08-28,00:00:00,1771.0196679998585,3327.219248047262,191
2022-08-28,00:00:00,1273.5650927422346,3620.3684115523793,197
2022-08-28,00:00:00,964.4380231713202,3991.603473784208,232
2022-08-28,00:00:00,545.7616613140674,4476.373893239485,239
2022-08-28,00:00:00,1245.728969235788,4062.134408363255,240
2022-08-28,00:00:00,-858.458571729879,5422.625770664288,242
2022-08-28,00:00:00,-1303.2969263511116,2567.8791799505025,253
2022-08-28,00:00:00,-1291.672228039491,3765.25407998194,258
2022-08-28,00:00:00,-706.5287818001921,4880.471423292969,283
2022-08-28,00:00:00,-1922.0091958992864,3801.524087347676,296
2022-08-28,00:00:00,-3660.2646170373177,5706.288268656919,308
2022-08-28,00:00:00,-1966.195146296298,4552.187553862719,321
2022-08-28,00:00:00,-933.385628239946,4257.570238200744,323
2022-08-28,00:00:00,-4256.478683484973,5801.734568216811,335
2022-08-28,00:00:00,-4586.097776446638,4815.025253428146,340
2022-08-28,00:00:00,-3679.7505924083807,5843.627562439023,344
2022-08-28,00:00:00,-1571.3001278799834,2663.01192953877,348
2022-08-28,00:00:00,-3893.849676459249,7448.43417240812,361
2022-08-28,00:00:00,-2266.1994348898033,5027.490832966176,362
2022-08-28,00:00:00,-3323.451449057451,7432.927615583311,367
2022-08-28,00:00:00,-1069.4421383111785,3492.2812374050454,371
2022-08-28,00:00:00,-878.4653108284275,4098.264654997863,373
2022-08-28,00:00:00,-967.6841745257613,4490.282438187898,378
2022-08-28,00:00:00,-1717.6586980925804,3761.569088727875,390
2022-08-28,00:00:00,-760.5535637706074,4468.744216019293,395
2022-08-28,00:00:00,-4540.795251794218,6999.394029243442,410
2022-08-28,00:00:00,-1619.52817020084,5602.343050264481,412
2022-08-28,00:00:00,-4124.442934465811,7422.81158954829,413
2022-08-28,00:00:00,-2297.9045965194864,5003.11609000739,430
2022-08-28,00:00:00,-2361.0324727249485,2426.631425790066,431
2022-08-28,00:00:00,-2352.640562507578,2865.632371963492,432
2022-08-28,00:00:00,-1490.5412378949272,5089.588539738686,443
2022-08-28,00:00:00,-1569.3371584531474,4735.182641334957,447
2022-08-28,00:00:00,-2357.3881506490807,5012.334824560589,460
2022-08-28,00:00:00,-1180.704739876141,2563.522481673344,468
2022-08-28,00:00:00,-1608.766411449925,3886.4924784954583,472
2022-08-28,00:00:00,-1827.5889154431457,6213.014624731367,475
2022-08-28,00:00:00,-2577.602028125735,6338.985228081709,476
2022-08-28,00:00:00,-1300.5005974065157,2697.286250559213,478
2022-08-28,00:00:00,-225.9209866450221,3878.053697626113,481
2022-08-28,00:00:00,-501.8222396703913,4433.3862070606065,483
2022-08-28,00:00:00,-1248.3887763284426,3673.2359801024063,484
2022-08-28,00:00:00,-4198.9038294028,7072.231168332476,499
2022-08-28,00:00:00,-2907.1819770806283,5864.087094551467,511
2022-08-28,00:00:00,-4432.458431321647,4635.60733054454,531
2022-08-28,00:00:00,-1730.5657970349366,6085.754816817689,544
2022-08-28,00:00:00,-225.9209866450221,3878.053697626113,561
2022-08-28,00:00:00,-140.15955565775582,3603.0707659966456,563
2022-08-28,00:00:00,-1734.4191929334995,3692.759794611062,564
