day,time,loc_x,loc_y,participantId
2022-10-30,00:00:00,1603.441866432816,4025.56333128745,14
2022-10-30,00:00:00,-1702.1057284608669,2048.271560857532,25
2022-10-30,00:00:00,-10.88658609394809,4100.315455749981,34
2022-10-30,00:00:00,4.502697650541232,5359.332759482619,40
2022-10-30,00:00:00,768.6316256139761,4486.2731941717275,54
2022-10-30,00:00:00,-1396.3194484189332,2171.962600676111,61
2022-10-30,00:00:00,2123.90626782597,5021.749305819725,63
2022-10-30,00:00:00,537.5487781075327,4325.595357065675,69
2022-10-30,00:00:00,-195.94626015673484,3841.940997994819,70
2022-10-30,00:00:00,-2504.3540381962953,2481.628836470987,78
2022-10-30,00:00:00,504.5104637805797,1477.886760892753,82
2022-10-30,00:00:00,-100.94272074299435,5328.444832535462,91
2022-10-30,00:00:00,2191.451754179263,4945.821523930677,105
2022-10-30,00:00:00,2066.7737105199117,4943.225138225304,106
2022-10-30,00:00:00,-1664.7143233539068,2058.9072198973454,112
2022-10-30,00:00:00,823.1088785666428,1192.2368250973996,129
2022-10-30,00:00:00,-493.7268707520858,1395.2821634910958,133
2022-10-30,00:00:00,-1598.21244043112,1727.7262699483656,153
2022-10-30,00:00:00,607.6839706255785,2383.4941895708853,164
2022-10-30,00:00:00,-1352.9677515710423,2071.8671276366276,169
2022-10-30,00:00:00,562.4483774340464,1645.9447371943545,172
2022-10-30,00:00:00,359.2567913319125,4138.105315267985,176
2022-10-30,00:00:00,-3035.319606739233,6059.427772405935,205
2022-10-30,00:00:00,588.1769004542509,1477.886760892753,220
2022-10-30,00:00:00,188.61397305386183,4195.410110193234,223
2022-10-30,00:00:00,-1969.003749742841,2912.9948206084628,257
2022-10-30,00:00:00,-1863.614094415031,3489.744653848632,273
2022-10-30,00:00:00,-670.0361384681796,4866.766649665868,277
2022-10-30,00:00:00,-550.3361529454938,4886.6123103088385,289
2022-10-30,00:00:00,-1935.315090916544,3673.049436437234,299
2022-10-30,00:00:00,-964.4241776798336,4567.748543452336,305
2022-10-30,00:00:00,-4586.097776446638,4815.025253428146,340
2022-10-30,00:00:00,-1175.785252176095,4425.050421098065,355
2022-10-30,00:00:00,-3893.849676459249,7448.43417240812,361
2022-10-30,00:00:00,-3323.451449057451,7432.927615583311,367
2022-10-30,00:00:00,-328.2765971150245,5294.501126959522,372
2022-10-30,00:00:00,-4520.133614133648,4895.949941161112,376
2022-10-30,00:00:00,-775.889187410738,4719.9449729151265,378
2022-10-30,00:00:00,-1939.8587818487192,2793.8979650545516,381
2022-10-30,00:00:00,-982.9876274162827,4256.580646930401,393
2022-10-30,00:00:00,-760.5535637706074,4468.744216019293,395
2022-10-30,00:00:00,-1822.353524869202,4258.982247019745,400
2022-10-30,00:00:00,-1142.2160613228325,4734.365680045771,408
2022-10-30,00:00:00,-4124.442934465811,7422.81158954829,413
2022-10-30,00:00:00,-4097.077996668109,7409.520667070145,414
2022-10-30,00:00:00,-2297.9045965194864,5003.11609000739,430
2022-10-30,00:00:00,-2361.0324727249485,2426.631425790066,431
2022-10-30,00:00:00,-1967.9969691397332,3278.7293310971263,432
2022-10-30,00:00:00,-1671.5231308437487,4055.4745297955783,436
2022-10-30,00:00:00,-1197.4724705160024,2392.859100125612,438
2022-10-30,00:00:00,-1490.5412378949272,5089.588539738686,443
2022-10-30,00:00:00,-1524.9573211662105,3815.271490114369,448
2022-10-30,00:00:00,-1972.0560983405655,4803.101299622459,464
2022-10-30,00:00:00,-1180.704739876141,2563.522481673344,468
2022-10-30,00:00:00,-1827.5889154431457,6213.014624731367,475
2022-10-30,00:00:00,-501.42676062779447,3551.572638649489,484
2022-10-30,00:00:00,-1989.63526350385,3368.764837974986,487
2022-10-30,00:00:00,-2247.098703128385,2826.5806648907183,493
2022-10-30,00:00:00,-352.50884896803706,5294.04368135506,506
2022-10-30,00:00:00,-1730.4047988627738,6267.150262561382,521
2022-10-30,00:00:00,-511.6638983353841,6179.954587182383,530
2022-10-30,00:00:00,-4199.25885278653,7245.22749458921,542
2022-10-30,00:00:00,-1730.5657970349366,6085.754816817689,544
2022-10-30,00:00:00,-4133.06096860814,5289.4813671957,547
2022-10-30,00:00:00,-4576.104565512134,7136.203574822169,549
2022-10-30,00:00:00,-690.2127774900986,5386.750790644787,561
2022-10-30,00:00:00,-140.15955565775582,3603.0707659966456,563
2022-10-30,00:00:00,-506.5675166764355,5743.523632998128,571
2022-10-30,00:00:00,-1825.0259033780803,5822.75013071491,578
2022-10-30,00:00:00,-1612.7659337843802,4919.669823464181,579
2022-10-30,00:00:00,-260.45747053139064,5026.150804179361,593
2022-10-30,00:00:00,-618.0650589155872,4087.839076893465,624
2022-10-30,00:00:00,-3660.2646170373177,5654.560913915973,678
2022-10-30,00:00:00,-389.0222599771563,5271.565401557664,688
2022-10-30,00:00:00,-2656.517187756097,6618.97054327486,695
2022-10-30,00:00:00,-584.8389141438795,6072.416597485497,701
2022-10-30,00:00:00,-235.60806323699737,4945.94762284899,703
2022-10-30,00:00:00,-667.0948413013051,6006.316308944972,704
2022-10-30,00:00:00,-1215.1257814052028,3636.771970334341,720
2022-10-30,00:00:00,-1405.1332302534013,3856.4002625249536,730
2022-10-30,00:00:00,-4346.941331569977,7385.358114978116,732
2022-10-30,00:00:00,-1295.437477582791,5959.376057438587,746
2022-10-30,00:00:00,-452.16093775275687,3989.992577384487,752
2022-10-30,00:00:00,-4411.7126526365555,4644.449348411632,772
2022-10-30,00:00:00,-1223.284282151744,3932.790230938864,777
2022-10-30,00:00:00,-183.39469999911827,5328.335829851048,782
2022-10-30,00:00:00,-1165.4396742532404,5802.140280316832,795
2022-10-30,00:00:00,1055.3626965504975,3659.1311457048146,800
2022-10-30,00:00:00,-4140.99589150723,6746.813576898603,801
2022-10-30,00:00:00,-4507.177101861951,7503.549114210993,809
2022-10-30,00:00:00,-1608.766411449925,3886.4924784954583,813
2022-10-30,00:00:00,-4574.579557760531,7091.464803636176,826
2022-10-30,00:00:00,669.5108365380436,3276.917186613041,838
2022-10-30,00:00:00,-4130.202984857153,6891.30453948321,850
2022-10-30,00:00:00,-3967.938962607136,5021.631126698694,879
2022-10-30,00:00:00,-3323.451449057451,7389.069307982701,891
2022-10-30,00:00:00,-4106.504459734156,6975.810493637413,894
2022-10-30,00:00:00,-4137.521844330438,6693.7341933132475,895
2022-10-30,00:00:00,-4292.475664341306,5005.224481340949,899
2022-10-30,00:00:00,-2663.17882970922,5861.574711924999,905
2022-10-30,00:00:00,-3775.920688442221,7170.700773430399,908
2022-10-30,00:00:00,-3286.069076202844,6620.496821973378,915
2022-10-30,00:00:00,-1969.003749742841,2912.9948206084628,916
2022-10-30,00:00:00,-3031.131731994512,6121.781528191876,917
2022-10-30,00:00:00,-3584.169647008888,5886.074291586372,931
2022-10-30,00:00:00,-4013.6257598271086,5305.0081621100935,939
2022-10-30,00:00:00,-3800.1266909618967,6429.993027987555,942
2022-10-30,00:00:00,1809.880173357865,4339.172426035451,944
2022-10-30,00:00:00,-3422.256915733257,6029.603573653008,945
2022-10-30,00:00:00,-4588.300400643255,4984.4571367891385,981
2022-10-30,00:00:00,-3473.6445011407923,6520.033588957131,990
2022-10-30,00:00:00,2114.934830274308,5099.799243827387,999
2022-10-30,00:00:00,-2366.8125352782386,4880.767219945067,1009
2022-10-30,00:05:00,1222.542138809064,4061.2575378623937,14
2022-10-30,00:05:00,1407.7107695149243,4010.4574815269225,22
2022-10-30,00:05:00,-1644.7166088256645,1623.6372525945108,25
2022-10-30,00:05:00,-260.45747053139064,5026.150804179361,28
2022-10-30,00:05:00,189.39160441990907,4318.392676825776,34
2022-10-30,00:05:00,964.4380231713202,3991.603473784208,39
2022-10-30,00:05:00,-22.186272789322913,4901.348222019455,40
2022-10-30,00:05:00,-1636.5398833070856,1919.249409295415,61
2022-10-30,00:05:00,2202.0036008317434,4562.152559303904,63
2022-10-30,00:05:00,823.0402995324404,4055.746742124284,69
2022-10-30,00:05:00,-2157.022289890047,2628.4940903654074,78
2022-10-30,00:05:00,-236.7831367194491,4982.870114722,91
2022-10-30,00:05:00,-225.9209866450221,3878.053697626113,92
2022-10-30,00:05:00,2202.923141972264,4481.985594361147,105
2022-10-30,00:05:00,2188.3156924240134,4497.180057133126,106
2022-10-30,00:05:00,-1644.7166088256645,1623.6372525945108,112
2022-10-30,00:05:00,-271.96418304632647,1672.4778587532155,133
2022-10-30,00:05:00,-1328.2822221058668,1566.9990222844508,153
2022-10-30,00:05:00,-260.45747053139064,5026.150804179361,167
2022-10-30,00:05:00,-1640.5060632669158,1827.2322605665263,169
