day,time,state,count
2022-08-17,00:00:00,AtHome,826
2022-08-17,00:00:00,Transport,34
2022-08-17,00:00:00,AtRecreation,18
2022-08-17,00:00:00,AtRestaurant,2
2022-08-17,00:00:00,AtWork,0
2022-08-17,00:05:00,AtHome,830
2022-08-17,00:05:00,Transport,32
2022-08-17,00:05:00,AtRecreation,17
2022-08-17,00:05:00,AtRestaurant,1
2022-08-17,00:05:00,AtWork,0
2022-08-17,00:10:00,AtHome,834
2022-08-17,00:10:00,Transport,26
2022-08-17,00:10:00,AtRecreation,19
2022-08-17,00:10:00,AtRestaurant,1
2022-08-17,00:10:00,AtWork,0
2022-08-17,00:15:00,AtHome,839
2022-08-17,00:15:00,Transport,26
2022-08-17,00:15:00,AtRecreation,15
2022-08-17,00:15:00,AtRestaurant,0
2022-08-17,00:15:00,AtWork,0
2022-08-17,00:20:00,AtHome,843
2022-08-17,00:20:00,Transport,22
2022-08-17,00:20:00,AtRecreation,14
2022-08-17,00:20:00,AtRestaurant,1
2022-08-17,00:20:00,AtWork,0
2022-08-17,00:25:00,AtHome,846
2022-08-17,00:25:00,Transport,22
2022-08-17,00:25:00,AtRecreation,12
2022-08-17,00:25:00,AtRestaurant,0
2022-08-17,00:25:00,AtWork,0
2022-08-17,00:30:00,AtHome,848
2022-08-17,00:30:00,Transport,23
2022-08-17,00:30:00,AtRecreation,9
2022-08-17,00:30:00,AtRestaurant,0
2022-08-17,00:30:00,AtWork,0
2022-08-17,00:35:00,AtHome,849
2022-08-17,00:35:00,Transport,22
2022-08-17,00:35:00,AtRecreation,9
2022-08-17,00:35:00,AtRestaurant,0
2022-08-17,00:35:00,AtWork,0
2022-08-17,00:40:00,AtHome,851
2022-08-17,00:40:00,Transport,23
2022-08-17,00:40:00,AtRecreation,6
2022-08-17,00:40:00,AtRestaurant,0
2022-08-17,00:40:00,AtWork,0
2022-08-17,00:45:00,AtHome,855
2022-08-17,00:45:00,Transport,22
2022-08-17,00:45:00,AtRecreation,3
2022-08-17,00:45:00,AtRestaurant,0
