day,time,state,count
2023-01-26,00:00:00,AtHome,830
2023-01-26,00:00:00,Transport,34
2023-01-26,00:00:00,AtRecreation,14
2023-01-26,00:00:00,AtRestaurant,2
2023-01-26,00:00:00,AtWork,0
2023-01-26,00:05:00,AtHome,833
2023-01-26,00:05:00,Transport,39
2023-01-26,00:05:00,AtRecreation,8
2023-01-26,00:05:00,AtRestaurant,0
2023-01-26,00:05:00,AtWork,0
2023-01-26,00:10:00,AtHome,837
2023-01-26,00:10:00,Transport,34
2023-01-26,00:10:00,AtRecreation,9
2023-01-26,00:10:00,AtRestaurant,0
2023-01-26,00:10:00,AtWork,0
2023-01-26,00:15:00,AtHome,842
2023-01-26,00:15:00,Transport,30
2023-01-26,00:15:00,AtRecreation,6
2023-01-26,00:15:00,AtRestaurant,2
2023-01-26,00:15:00,AtWork,0
2023-01-26,00:20:00,AtHome,842
2023-01-26,00:20:00,Transport,32
2023-01-26,00:20:00,AtRecreation,4
2023-01-26,00:20:00,AtRestaurant,2
2023-01-26,00:20:00,AtWork,0
2023-01-26,00:25:00,AtHome,849
2023-01-26,00:25:00,Transport,24
2023-01-26,00:25:00,AtRecreation,6
2023-01-26,00:25:00,AtRestaurant,1
2023-01-26,00:25:00,AtWork,0
2023-01-26,00:30:00,AtHome,852
2023-01-26,00:30:00,Transport,23
2023-01-26,00:30:00,AtRecreation,4
2023-01-26,00:30:00,AtRestaurant,1
2023-01-26,00:30:00,AtWork,0
2023-01-26,00:35:00,AtHome,855
2023-01-26,00:35:00,Transport,21
2023-01-26,00:35:00,AtRecreation,4
2023-01-26,00:35:00,AtRestaurant,0
2023-01-26,00:35:00,AtWork,0
2023-01-26,00:40:00,AtHome,859
2023-01-26,00:40:00,Transport,19
2023-01-26,00:40:00,AtRecreation,2
2023-01-26,00:40:00,AtRestaurant,0
2023-01-26,00:40:00,AtWork,0
2023-01-26,00:45:00,AtHome,860
2023-01-26,00:45:00,Transport,17
2023-01-26,00:45:00,AtRecreation,3
2023-01-26,00:45:00,AtRestaurant,0
2023-01-26,00:45:00,AtWork,0
2023-01-26,00:50:00,AtHome,861
2023-01-26,00:50:00,Transport,17
2023-01-26,00:50:00,AtRecreation,2
2023-01-26,00:50:00,AtRestaurant,0
2023-01-26,00:50:00,AtWork,0
2023-01-26,00:55:00,AtHome,866
2023-01-26,00:55:00,Transport,13
2023-01-26,00:55:00,AtRecreation,1
2023-01-26,00:55:00,AtRestaurant,0
2023-01-26,00:55:00,AtWork,0
2023-01-26,01:00:00,AtHome,869
2023-01-26,01:00:00,Transport,11
2023-01-26,01:00:00,AtRecreation,0
2023-01-26,01:00:00,AtRestaurant,0
2023-01-26,01:00:00,AtWork,0
2023-01-26,01:05:00,AtHome,869
2023-01-26,01:05:00,Transport,11
2023-01-26,01:05:00,AtRecreation,0
2023-01-26,01:05:00,AtRestaurant,0
2023-01-26,01:05:00,AtWork,0
2023-01-26,01:10:00,AtHome,872
2023-01-26,01:10:00,Transport,8
2023-01-26,01:10:00,AtRecreation,0
2023-01-26,01:10:00,AtRestaurant,0
2023-01-26,01:10:00,AtWork,0
2023-01-26,01:15:00,AtHome,873
2023-01-26,01:15:00,Transport,7
2023-01-26,01:15:00,AtRecreation,0
2023-01-26,01:15:00,AtRestaurant,0
2023-01-26,01:15:00,AtWork,0
2023-01-26,01:20:00,AtHome,874
2023-01-26,01:20:00,Transport,6
2023-01-26,01:20:00,AtRecreation,0
2023-01-26,01:20:00,AtRestaurant,0
2023-01-26,01:20:00,AtWork,0
2023-01-26,01:25:00,AtHome,875
2023-01-26,01:25:00,Transport,5
2023-01-26,01:25:00,AtRecreation,0
2023-01-26,01:25:00,AtRestaurant,0
2023-01-26,01:25:00,AtWork,0
2023-01-26,01:30:00,AtHome,877
2023-01-26,01:30:00,Transport,3
2023-01-26,01:30:00,AtRecreation,0
2023-01-26,01:30:00,AtRestaurant,0
2023-01-26,01:30:00,AtWork,0
2023-01-26,01:35:00,AtHome,879
2023-01-26,01:35:00,Transport,1
2023-01-26,01:35:00,AtRecreation,0
2023-01-26,01:35:00,AtRestaurant,0
2023-01-26,01:35:00,AtWork,0
2023-01-26,01:40:00,AtHome,879
2023-01-26,01:40:00,Transport,1
2023-01-26,01:40:00,AtRecreation,0
2023-01-26,01:40:00,AtRestaurant,0
2023-01-26,01:40:00,AtWork,0
2023-01-26,01:45:00,AtHome,879
2023-01-26,01:45:00,Transport,1
2023-01-26,01:45:00,AtRecreation,0
2023-01-26,01:45:00,AtRestaurant,0
2023-01-26,01:45:00,AtWork,0
2023-01-26,01:50:00,AtHome,880
2023-01-26,01:50:00,Transport,0
2023-01-26,01:50:00,AtRecreation,0
2023-01-26,01:50:00,AtRestaurant,0
2023-01-26,01:50:00,AtWork,0
2023-01-26,01:55:00,AtHome,880
2023-01-26,01:55:00,Transport,0
2023-01-26,01:55:00,AtRecreation,0
2023-01-26,01:55:00,AtRestaurant,0
2023-01-26,01:55:00,AtWork,0
2023-01-26,02:00:00,AtHome,880
2023-01-26,02:00:00,Transport,0
2023-01-26,02:00:00,AtRecreation,0
2023-01-26,02:00:00,AtRestaurant,0
2023-01-26,02:00:00,AtWork,0
2023-01-26,02:05:00,AtHome,880
2023-01-26,02:05:00,Transport,0
2023-01-26,02:05:00,AtRecreation,0
2023-01-26,02:05:00,AtRestaurant,0
2023-01-26,02:05:00,AtWork,0
2023-01-26,02:10:00,AtHome,880
2023-01-26,02:10:00,Transport,0
2023-01-26,02:10:00,AtRecreation,0
2023-01-26,02:10:00,AtRestaurant,0
2023-01-26,02:10:00,AtWork,0
2023-01-26,02:15:00,AtHome,880
2023-01-26,02:15:00,Transport,0
2023-01-26,02:15:00,AtRecreation,0
2023-01-26,02:15:00,AtRestaurant,0
2023-01-26,02:15:00,AtWork,0
2023-01-26,02:20:00,AtHome,880
2023-01-26,02:20:00,Transport,0
2023-01-26,02:20:00,AtRecreation,0
2023-01-26,02:20:00,AtRestaurant,0
2023-01-26,02:20:00,AtWork,0
2023-01-26,02:25:00,AtHome,880
2023-01-26,02:25:00,Transport,0
2023-01-26,02:25:00,AtRecreation,0
2023-01-26,02:25:00,AtRestaurant,0
2023-01-26,02:25:00,AtWork,0
2023-01-26,02:30:00,AtHome,880
2023-01-26,02:30:00,Transport,0
2023-01-26,02:30:00,AtRecreation,0
2023-01-26,02:30:00,AtRestaurant,0
2023-01-26,02:30:00,AtWork,0
2023-01-26,02:35:00,AtHome,880
2023-01-26,02:35:00,Transport,0
2023-01-26,02:35:00,AtRecreation,0
2023-01-26,02:35:00,AtRestaurant,0
2023-01-26,02:35:00,AtWork,0
2023-01-26,02:40:00,AtHome,880
2023-01-26,02:40:00,Transport,0
2023-01-26,02:40:00,AtRecreation,0
2023-01-26,02:40:00,AtRestaurant,0
2023-01-26,02:40:00,AtWork,0
2023-01-26,02:45:00,AtHome,880
2023-01-26,02:45:00,Transport,0
2023-01-26,02:45:00,AtRecreation,0
2023-01-26,02:45:00,AtRestaurant,0
2023-01-26,02:45:00,AtWork,0
2023-01-26,02:50:00,AtHome,880
2023-01-26,02:50:00,Transport,0
2023-01-26,02:50:00,AtRecreation,0
2023-01-26,02:50:00,AtRestaurant,0
2023-01-26,02:50:00,AtWork,0
2023-01-26,02:55:00,AtHome,880
2023-01-26,02:55:00,Transport,0
2023-01-26,02:55:00,AtRecreation,0
2023-01-26,02:55:00,AtRestaurant,0
2023-01-26,02:55:00,AtWork,0
2023-01-26,03:00:00,AtHome,880
2023-01-26,03:00:00,Transport,0
2023-01-26,03:00:00,AtRecreation,0
2023-01-26,03:00:00,AtRestaurant,0
2023-01-26,03:00:00,AtWork,0
2023-01-26,03:05:00,AtHome,880
2023-01-26,03:05:00,Transport,0
2023-01-26,03:05:00,AtRecreation,0
2023-01-26,03:05:00,AtRestaurant,0
2023-01-26,03:05:00,AtWork,0
2023-01-26,03:10:00,AtHome,880
2023-01-26,03:10:00,Transport,0
2023-01-26,03:10:00,AtRecreation,0
2023-01-26,03:10:00,AtRestaurant,0
2023-01-26,03:10:00,AtWork,0
2023-01-26,03:15:00,AtHome,880
2023-01-26,03:15:00,Transport,0
2023-01-26,03:15:00,AtRecreation,0
2023-01-26,03:15:00,AtRestaurant,0
2023-01-26,03:15:00,AtWork,0
2023-01-26,03:20:00,AtHome,880
2023-01-26,03:20:00,Transport,0
2023-01-26,03:20:00,AtRecreation,0
2023-01-26,03:20:00,AtRestaurant,0
2023-01-26,03:20:00,AtWork,0
2023-01-26,03:25:00,AtHome,880
2023-01-26,03:25:00,Transport,0
2023-01-26,03:25:00,AtRecreation,0
2023-01-26,03:25:00,AtRestaurant,0
2023-01-26,03:25:00,AtWork,0
2023-01-26,03:30:00,AtHome,880
2023-01-26,03:30:00,Transport,0
2023-01-26,03:30:00,AtRecreation,0
2023-01-26,03:30:00,AtRestaurant,0
2023-01-26,03:30:00,AtWork,0
2023-01-26,03:35:00,AtHome,880
2023-01-26,03:35:00,Transport,0
2023-01-26,03:35:00,AtRecreation,0
2023-01-26,03:35:00,AtRestaurant,0
2023-01-26,03:35:00,AtWork,0
2023-01-26,03:40:00,AtHome,880
2023-01-26,03:40:00,Transport,0
2023-01-26,03:40:00,AtRecreation,0
2023-01-26,03:40:00,AtRestaurant,0
2023-01-26,03:40:00,AtWork,0
2023-01-26,03:45:00,AtHome,880
2023-01-26,03:45:00,Transport,0
2023-01-26,03:45:00,AtRecreation,0
2023-01-26,03:45:00,AtRestaurant,0
2023-01-26,03:45:00,AtWork,0
2023-01-26,03:50:00,AtHome,880
2023-01-26,03:50:00,Transport,0
2023-01-26,03:50:00,AtRecreation,0
2023-01-26,03:50:00,AtRestaurant,0
2023-01-26,03:50:00,AtWork,0
2023-01-26,03:55:00,AtHome,880
2023-01-26,03:55:00,Transport,0
2023-01-26,03:55:00,AtRecreation,0
2023-01-26,03:55:00,AtRestaurant,0
2023-01-26,03:55:00,AtWork,0
2023-01-26,04:00:00,AtHome,880
2023-01-26,04:00:00,Transport,0
2023-01-26,04:00:00,AtRecreation,0
2023-01-26,04:00:00,AtRestaurant,0
2023-01-26,04:00:00,AtWork,0
2023-01-26,04:05:00,AtHome,880
2023-01-26,04:05:00,Transport,0
2023-01-26,04:05:00,AtRecreation,0
2023-01-26,04:05:00,AtRestaurant,0
2023-01-26,04:05:00,AtWork,0
2023-01-26,04:10:00,AtHome,880
2023-01-26,04:10:00,Transport,0
2023-01-26,04:10:00,AtRecreation,0
2023-01-26,04:10:00,AtRestaurant,0
2023-01-26,04:10:00,AtWork,0
2023-01-26,04:15:00,AtHome,880
2023-01-26,04:15:00,Transport,0
2023-01-26,04:15:00,AtRecreation,0
2023-01-26,04:15:00,AtRestaurant,0
2023-01-26,04:15:00,AtWork,0
2023-01-26,04:20:00,AtHome,880
2023-01-26,04:20:00,Transport,0
2023-01-26,04:20:00,AtRecreation,0
2023-01-26,04:20:00,AtRestaurant,0
2023-01-26,04:20:00,AtWork,0
2023-01-26,04:25:00,AtHome,880
2023-01-26,04:25:00,Transport,0
2023-01-26,04:25:00,AtRecreation,0
2023-01-26,04:25:00,AtRestaurant,0
2023-01-26,04:25:00,AtWork,0
2023-01-26,04:30:00,AtHome,880
2023-01-26,04:30:00,Transport,0
2023-01-26,04:30:00,AtRecreation,0
2023-01-26,04:30:00,AtRestaurant,0
2023-01-26,04:30:00,AtWork,0
2023-01-26,04:35:00,AtHome,880
2023-01-26,04:35:00,Transport,0
2023-01-26,04:35:00,AtRecreation,0
2023-01-26,04:35:00,AtRestaurant,0
2023-01-26,04:35:00,AtWork,0
2023-01-26,04:40:00,AtHome,880
2023-01-26,04:40:00,Transport,0
2023-01-26,04:40:00,AtRecreation,0
2023-01-26,04:40:00,AtRestaurant,0
2023-01-26,04:40:00,AtWork,0
2023-01-26,04:45:00,AtHome,880
2023-01-26,04:45:00,Transport,0
2023-01-26,04:45:00,AtRecreation,0
2023-01-26,04:45:00,AtRestaurant,0
2023-01-26,04:45:00,AtWork,0
2023-01-26,04:50:00,AtHome,878
2023-01-26,04:50:00,Transport,2
2023-01-26,04:50:00,AtRecreation,0
2023-01-26,04:50:00,AtRestaurant,0
2023-01-26,04:50:00,AtWork,0
2023-01-26,04:55:00,AtHome,878
2023-01-26,04:55:00,Transport,2
2023-01-26,04:55:00,AtRecreation,0
2023-01-26,04:55:00,AtRestaurant,0
2023-01-26,04:55:00,AtWork,0
2023-01-26,05:00:00,AtHome,876
2023-01-26,05:00:00,Transport,4
2023-01-26,05:00:00,AtRecreation,0
2023-01-26,05:00:00,AtRestaurant,0
2023-01-26,05:00:00,AtWork,0
2023-01-26,05:05:00,AtHome,875
2023-01-26,05:05:00,Transport,5
2023-01-26,05:05:00,AtRecreation,0
2023-01-26,05:05:00,AtRestaurant,0
2023-01-26,05:05:00,AtWork,0
2023-01-26,05:10:00,AtHome,875
2023-01-26,05:10:00,Transport,5
2023-01-26,05:10:00,AtRecreation,0
2023-01-26,05:10:00,AtRestaurant,0
2023-01-26,05:10:00,AtWork,0
2023-01-26,05:15:00,AtHome,875
2023-01-26,05:15:00,Transport,4
2023-01-26,05:15:00,AtRecreation,1
2023-01-26,05:15:00,AtRestaurant,0
2023-01-26,05:15:00,AtWork,0
2023-01-26,05:20:00,AtHome,874
2023-01-26,05:20:00,Transport,5
2023-01-26,05:20:00,AtRecreation,1
2023-01-26,05:20:00,AtRestaurant,0
2023-01-26,05:20:00,AtWork,0
2023-01-26,05:25:00,AtHome,873
2023-01-26,05:25:00,Transport,6
2023-01-26,05:25:00,AtRecreation,1
2023-01-26,05:25:00,AtRestaurant,0
2023-01-26,05:25:00,AtWork,0
2023-01-26,05:30:00,AtHome,868
2023-01-26,05:30:00,Transport,11
2023-01-26,05:30:00,AtRecreation,1
2023-01-26,05:30:00,AtRestaurant,0
2023-01-26,05:30:00,AtWork,0
2023-01-26,05:35:00,AtHome,866
2023-01-26,05:35:00,Transport,12
2023-01-26,05:35:00,AtRecreation,1
2023-01-26,05:35:00,AtRestaurant,1
2023-01-26,05:35:00,AtWork,0
2023-01-26,05:40:00,AtHome,862
2023-01-26,05:40:00,Transport,16
2023-01-26,05:40:00,AtRecreation,1
2023-01-26,05:40:00,AtRestaurant,1
2023-01-26,05:40:00,AtWork,0
2023-01-26,05:45:00,AtHome,858
2023-01-26,05:45:00,Transport,19
2023-01-26,05:45:00,AtRecreation,1
2023-01-26,05:45:00,AtRestaurant,2
2023-01-26,05:45:00,AtWork,0
2023-01-26,05:50:00,AtHome,853
2023-01-26,05:50:00,Transport,24
2023-01-26,05:50:00,AtRecreation,1
2023-01-26,05:50:00,AtRestaurant,2
2023-01-26,05:50:00,AtWork,0
2023-01-26,05:55:00,AtHome,846
2023-01-26,05:55:00,Transport,31
2023-01-26,05:55:00,AtRecreation,2
2023-01-26,05:55:00,AtRestaurant,1
2023-01-26,05:55:00,AtWork,0
2023-01-26,06:00:00,AtHome,842
2023-01-26,06:00:00,Transport,35
2023-01-26,06:00:00,AtRecreation,2
2023-01-26,06:00:00,AtRestaurant,1
2023-01-26,06:00:00,AtWork,0
2023-01-26,06:05:00,AtHome,829
2023-01-26,06:05:00,Transport,49
2023-01-26,06:05:00,AtRecreation,2
2023-01-26,06:05:00,AtRestaurant,0
2023-01-26,06:05:00,AtWork,0
2023-01-26,06:10:00,AtHome,825
2023-01-26,06:10:00,Transport,53
2023-01-26,06:10:00,AtRecreation,2
2023-01-26,06:10:00,AtRestaurant,0
2023-01-26,06:10:00,AtWork,0
2023-01-26,06:15:00,AtHome,816
2023-01-26,06:15:00,Transport,60
2023-01-26,06:15:00,AtRecreation,2
2023-01-26,06:15:00,AtRestaurant,2
2023-01-26,06:15:00,AtWork,0
2023-01-26,06:20:00,AtHome,806
2023-01-26,06:20:00,Transport,69
2023-01-26,06:20:00,AtRecreation,3
2023-01-26,06:20:00,AtRestaurant,2
2023-01-26,06:20:00,AtWork,0
2023-01-26,06:25:00,AtHome,788
2023-01-26,06:25:00,Transport,87
2023-01-26,06:25:00,AtRecreation,3
2023-01-26,06:25:00,AtRestaurant,2
2023-01-26,06:25:00,AtWork,0
2023-01-26,06:30:00,AtHome,771
2023-01-26,06:30:00,Transport,104
2023-01-26,06:30:00,AtRecreation,3
2023-01-26,06:30:00,AtRestaurant,2
2023-01-26,06:30:00,AtWork,0
2023-01-26,06:35:00,AtHome,751
2023-01-26,06:35:00,Transport,126
2023-01-26,06:35:00,AtRecreation,3
2023-01-26,06:35:00,AtRestaurant,0
2023-01-26,06:35:00,AtWork,0
2023-01-26,06:40:00,AtHome,738
2023-01-26,06:40:00,Transport,138
2023-01-26,06:40:00,AtRecreation,3
2023-01-26,06:40:00,AtRestaurant,1
2023-01-26,06:40:00,AtWork,0
2023-01-26,06:45:00,AtHome,704
2023-01-26,06:45:00,Transport,172
2023-01-26,06:45:00,AtRecreation,3
2023-01-26,06:45:00,AtRestaurant,1
2023-01-26,06:45:00,AtWork,0
2023-01-26,06:50:00,AtHome,677
2023-01-26,06:50:00,Transport,199
2023-01-26,06:50:00,AtRecreation,3
2023-01-26,06:50:00,AtRestaurant,1
2023-01-26,06:50:00,AtWork,0
2023-01-26,06:55:00,AtHome,652
2023-01-26,06:55:00,Transport,224
2023-01-26,06:55:00,AtRecreation,3
2023-01-26,06:55:00,AtRestaurant,1
2023-01-26,06:55:00,AtWork,0
2023-01-26,07:00:00,AtHome,620
2023-01-26,07:00:00,Transport,249
2023-01-26,07:00:00,AtRecreation,3
2023-01-26,07:00:00,AtRestaurant,1
2023-01-26,07:00:00,AtWork,7
2023-01-26,07:05:00,AtHome,591
2023-01-26,07:05:00,Transport,241
2023-01-26,07:05:00,AtRecreation,3
2023-01-26,07:05:00,AtRestaurant,1
2023-01-26,07:05:00,AtWork,44
2023-01-26,07:10:00,AtHome,555
2023-01-26,07:10:00,Transport,247
2023-01-26,07:10:00,AtRecreation,4
2023-01-26,07:10:00,AtRestaurant,1
2023-01-26,07:10:00,AtWork,73
2023-01-26,07:15:00,AtHome,516
2023-01-26,07:15:00,Transport,254
2023-01-26,07:15:00,AtRecreation,4
2023-01-26,07:15:00,AtRestaurant,1
2023-01-26,07:15:00,AtWork,105
2023-01-26,07:20:00,AtHome,479
2023-01-26,07:20:00,Transport,257
2023-01-26,07:20:00,AtRecreation,3
2023-01-26,07:20:00,AtRestaurant,3
2023-01-26,07:20:00,AtWork,138
2023-01-26,07:25:00,AtHome,442
2023-01-26,07:25:00,Transport,261
2023-01-26,07:25:00,AtRecreation,4
2023-01-26,07:25:00,AtRestaurant,3
2023-01-26,07:25:00,AtWork,170
2023-01-26,07:30:00,AtHome,401
2023-01-26,07:30:00,Transport,270
2023-01-26,07:30:00,AtRecreation,4
2023-01-26,07:30:00,AtRestaurant,3
2023-01-26,07:30:00,AtWork,202
2023-01-26,07:35:00,AtHome,363
2023-01-26,07:35:00,Transport,281
2023-01-26,07:35:00,AtRecreation,4
2023-01-26,07:35:00,AtRestaurant,4
2023-01-26,07:35:00,AtWork,228
2023-01-26,07:40:00,AtHome,334
2023-01-26,07:40:00,Transport,271
2023-01-26,07:40:00,AtRecreation,4
2023-01-26,07:40:00,AtRestaurant,1
2023-01-26,07:40:00,AtWork,270
2023-01-26,07:45:00,AtHome,306
2023-01-26,07:45:00,Transport,258
2023-01-26,07:45:00,AtRecreation,4
2023-01-26,07:45:00,AtRestaurant,4
2023-01-26,07:45:00,AtWork,308
2023-01-26,07:50:00,AtHome,278
2023-01-26,07:50:00,Transport,251
2023-01-26,07:50:00,AtRecreation,4
2023-01-26,07:50:00,AtRestaurant,4
2023-01-26,07:50:00,AtWork,343
2023-01-26,07:55:00,AtHome,236
2023-01-26,07:55:00,Transport,257
