day,time,state,count
2022-05-14,00:00:00,AtHome,715
2022-05-14,00:00:00,Transport,142
2022-05-14,00:00:00,AtRecreation,22
2022-05-14,00:00:00,AtRestaurant,1
2022-05-14,00:00:00,AtWork,0
2022-05-14,00:05:00,AtHome,724
2022-05-14,00:05:00,Transport,131
2022-05-14,00:05:00,AtRecreation,22
2022-05-14,00:05:00,AtRestaurant,3
2022-05-14,00:05:00,AtWork,0
2022-05-14,00:10:00,AtHome,732
2022-05-14,00:10:00,Transport,107
2022-05-14,00:10:00,AtRecreation,22
2022-05-14,00:10:00,AtRestaurant,19
2022-05-14,00:10:00,AtWork,0
2022-05-14,00:15:00,AtHome,743
2022-05-14,00:15:00,Transport,88
2022-05-14,00:15:00,AtRecreation,25
2022-05-14,00:15:00,AtRestaurant,24
2022-05-14,00:15:00,AtWork,0
2022-05-14,00:20:00,AtHome,750
2022-05-14,00:20:00,Transport,80
2022-05-14,00:20:00,AtRecreation,26
2022-05-14,00:20:00,AtRestaurant,24
2022-05-14,00:20:00,AtWork,0
2022-05-14,00:25:00,AtHome,761
2022-05-14,00:25:00,Transport,71
2022-05-14,00:25:00,AtRecreation,26
2022-05-14,00:25:00,AtRestaurant,22
2022-05-14,00:25:00,AtWork,0
2022-05-14,00:30:00,AtHome,770
2022-05-14,00:30:00,Transport,70
2022-05-14,00:30:00,AtRecreation,27
2022-05-14,00:30:00,AtRestaurant,13
2022-05-14,00:30:00,AtWork,0
2022-05-14,00:35:00,AtHome,781
2022-05-14,00:35:00,Transport,71
2022-05-14,00:35:00,AtRecreation,23
2022-05-14,00:35:00,AtRestaurant,5
2022-05-14,00:35:00,AtWork,0
2022-05-14,00:40:00,AtHome,795
2022-05-14,00:40:00,Transport,62
2022-05-14,00:40:00,AtRecreation,20
2022-05-14,00:40:00,AtRestaurant,3
2022-05-14,00:40:00,AtWork,0
2022-05-14,00:45:00,AtHome,805
2022-05-14,00:45:00,Transport,65
2022-05-14,00:45:00,AtRecreation,9
2022-05-14,00:45:00,AtRestaurant,1
2022-05-14,00:45:00,AtWork,0
2022-05-14,00:50:00,AtHome,815
2022-05-14,00:50:00,Transport,51
2022-05-14,00:50:00,AtRecreation,13
2022-05-14,00:50:00,AtRestaurant,1
2022-05-14,00:50:00,AtWork,0
2022-05-14,00:55:00,AtHome,823
2022-05-14,00:55:00,Transport,53
2022-05-14,00:55:00,AtRecreation,4
2022-05-14,00:55:00,AtRestaurant,0
2022-05-14,00:55:00,AtWork,0
2022-05-14,01:00:00,AtHome,831
2022-05-14,01:00:00,Transport,44
2022-05-14,01:00:00,AtRecreation,5
