day,time,state,count
2022-05-10,00:00:00,AtHome,826
2022-05-10,00:00:00,Transport,41
2022-05-10,00:00:00,AtRecreation,11
2022-05-10,00:00:00,AtRestaurant,2
2022-05-10,00:00:00,AtWork,0
2022-05-10,00:05:00,AtHome,831
2022-05-10,00:05:00,Transport,38
2022-05-10,00:05:00,AtRecreation,10
2022-05-10,00:05:00,AtRestaurant,1
2022-05-10,00:05:00,AtWork,0
2022-05-10,00:10:00,AtHome,837
2022-05-10,00:10:00,Transport,31
2022-05-10,00:10:00,AtRecreation,11
2022-05-10,00:10:00,AtRestaurant,1
2022-05-10,00:10:00,AtWork,0
2022-05-10,00:15:00,AtHome,844
2022-05-10,00:15:00,Transport,25
2022-05-10,00:15:00,AtRecreation,9
2022-05-10,00:15:00,AtRestaurant,2
2022-05-10,00:15:00,AtWork,0
2022-05-10,00:20:00,AtHome,849
2022-05-10,00:20:00,Transport,22
2022-05-10,00:20:00,AtRecreation,6
2022-05-10,00:20:00,AtRestaurant,3
2022-05-10,00:20:00,AtWork,0
2022-05-10,00:25:00,AtHome,851
2022-05-10,00:25:00,Transport,23
2022-05-10,00:25:00,AtRecreation,5
2022-05-10,00:25:00,AtRestaurant,1
2022-05-10,00:25:00,AtWork,0
2022-05-10,00:30:00,AtHome,854
2022-05-10,00:30:00,Transport,22
2022-05-10,00:30:00,AtRecreation,4
2022-05-10,00:30:00,AtRestaurant,0
2022-05-10,00:30:00,AtWork,0
2022-05-10,00:35:00,AtHome,855
2022-05-10,00:35:00,Transport,21
2022-05-10,00:35:00,AtRecreation,4
2022-05-10,00:35:00,AtRestaurant,0
2022-05-10,00:35:00,AtWork,0
2022-05-10,00:40:00,AtHome,859
2022-05-10,00:40:00,Transport,19
2022-05-10,00:40:00,AtRecreation,2
2022-05-10,00:40:00,AtRestaurant,0
2022-05-10,00:40:00,AtWork,0
2022-05-10,00:45:00,AtHome,864
2022-05-10,00:45:00,Transport,14
2022-05-10,00:45:00,AtRecreation,2
2022-05-10,00:45:00,AtRestaurant,0
2022-05-10,00:45:00,AtWork,0
2022-05-10,00:50:00,AtHome,867
2022-05-10,00:50:00,Transport,10
2022-05-10,00:50:00,AtRecreation,3
2022-05-10,00:50:00,AtRestaurant,0
2022-05-10,00:50:00,AtWork,0
2022-05-10,00:55:00,AtHome,868
2022-05-10,00:55:00,Transport,10
2022-05-10,00:55:00,AtRecreation,2
2022-05-10,00:55:00,AtRestaurant,0
2022-05-10,00:55:00,AtWork,0
2022-05-10,01:00:00,AtHome,870
2022-05-10,01:00:00,Transport,9
2022-05-10,01:00:00,AtRecreation,1
2022-05-10,01:00:00,AtRestaurant,0
2022-05-10,01:00:00,AtWork,0
2022-05-10,01:05:00,AtHome,873
2022-05-10,01:05:00,Transport,6
2022-05-10,01:05:00,AtRecreation,1
2022-05-10,01:05:00,AtRestaurant,0
2022-05-10,01:05:00,AtWork,0
2022-05-10,01:10:00,AtHome,873
2022-05-10,01:10:00,Transport,7
2022-05-10,01:10:00,AtRecreation,0
2022-05-10,01:10:00,AtRestaurant,0
2022-05-10,01:10:00,AtWork,0
2022-05-10,01:15:00,AtHome,876
2022-05-10,01:15:00,Transport,4
2022-05-10,01:15:00,AtRecreation,0
2022-05-10,01:15:00,AtRestaurant,0
2022-05-10,01:15:00,AtWork,0
2022-05-10,01:20:00,AtHome,876
2022-05-10,01:20:00,Transport,4
2022-05-10,01:20:00,AtRecreation,0
2022-05-10,01:20:00,AtRestaurant,0
2022-05-10,01:20:00,AtWork,0
2022-05-10,01:25:00,AtHome,877
2022-05-10,01:25:00,Transport,3
2022-05-10,01:25:00,AtRecreation,0
2022-05-10,01:25:00,AtRestaurant,0
2022-05-10,01:25:00,AtWork,0
2022-05-10,01:30:00,AtHome,877
2022-05-10,01:30:00,Transport,3
2022-05-10,01:30:00,AtRecreation,0
2022-05-10,01:30:00,AtRestaurant,0
2022-05-10,01:30:00,AtWork,0
2022-05-10,01:35:00,AtHome,877
2022-05-10,01:35:00,Transport,3
2022-05-10,01:35:00,AtRecreation,0
2022-05-10,01:35:00,AtRestaurant,0
2022-05-10,01:35:00,AtWork,0
2022-05-10,01:40:00,AtHome,877
2022-05-10,01:40:00,Transport,3
2022-05-10,01:40:00,AtRecreation,0
2022-05-10,01:40:00,AtRestaurant,0
2022-05-10,01:40:00,AtWork,0
2022-05-10,01:45:00,AtHome,877
2022-05-10,01:45:00,Transport,3
2022-05-10,01:45:00,AtRecreation,0
2022-05-10,01:45:00,AtRestaurant,0
2022-05-10,01:45:00,AtWork,0
2022-05-10,01:50:00,AtHome,878
2022-05-10,01:50:00,Transport,2
2022-05-10,01:50:00,AtRecreation,0
2022-05-10,01:50:00,AtRestaurant,0
2022-05-10,01:50:00,AtWork,0
2022-05-10,01:55:00,AtHome,878
2022-05-10,01:55:00,Transport,2
2022-05-10,01:55:00,AtRecreation,0
2022-05-10,01:55:00,AtRestaurant,0
2022-05-10,01:55:00,AtWork,0
2022-05-10,02:00:00,AtHome,878
2022-05-10,02:00:00,Transport,2
2022-05-10,02:00:00,AtRecreation,0
2022-05-10,02:00:00,AtRestaurant,0
2022-05-10,02:00:00,AtWork,0
2022-05-10,02:05:00,AtHome,879
2022-05-10,02:05:00,Transport,1
2022-05-10,02:05:00,AtRecreation,0
2022-05-10,02:05:00,AtRestaurant,0
2022-05-10,02:05:00,AtWork,0
2022-05-10,02:10:00,AtHome,879
2022-05-10,02:10:00,Transport,1
2022-05-10,02:10:00,AtRecreation,0
2022-05-10,02:10:00,AtRestaurant,0
2022-05-10,02:10:00,AtWork,0
2022-05-10,02:15:00,AtHome,879
2022-05-10,02:15:00,Transport,1
2022-05-10,02:15:00,AtRecreation,0
2022-05-10,02:15:00,AtRestaurant,0
2022-05-10,02:15:00,AtWork,0
2022-05-10,02:20:00,AtHome,880
2022-05-10,02:20:00,Transport,0
2022-05-10,02:20:00,AtRecreation,0
2022-05-10,02:20:00,AtRestaurant,0
2022-05-10,02:20:00,AtWork,0
2022-05-10,02:25:00,AtHome,880
2022-05-10,02:25:00,Transport,0
2022-05-10,02:25:00,AtRecreation,0
2022-05-10,02:25:00,AtRestaurant,0
2022-05-10,02:25:00,AtWork,0
2022-05-10,02:30:00,AtHome,880
2022-05-10,02:30:00,Transport,0
2022-05-10,02:30:00,AtRecreation,0
2022-05-10,02:30:00,AtRestaurant,0
2022-05-10,02:30:00,AtWork,0
2022-05-10,02:35:00,AtHome,880
2022-05-10,02:35:00,Transport,0
2022-05-10,02:35:00,AtRecreation,0
2022-05-10,02:35:00,AtRestaurant,0
2022-05-10,02:35:00,AtWork,0
2022-05-10,02:40:00,AtHome,880
2022-05-10,02:40:00,Transport,0
2022-05-10,02:40:00,AtRecreation,0
2022-05-10,02:40:00,AtRestaurant,0
2022-05-10,02:40:00,AtWork,0
2022-05-10,02:45:00,AtHome,880
2022-05-10,02:45:00,Transport,0
2022-05-10,02:45:00,AtRecreation,0
2022-05-10,02:45:00,AtRestaurant,0
2022-05-10,02:45:00,AtWork,0
2022-05-10,02:50:00,AtHome,880
2022-05-10,02:50:00,Transport,0
2022-05-10,02:50:00,AtRecreation,0
2022-05-10,02:50:00,AtRestaurant,0
2022-05-10,02:50:00,AtWork,0
2022-05-10,02:55:00,AtHome,880
2022-05-10,02:55:00,Transport,0
2022-05-10,02:55:00,AtRecreation,0
2022-05-10,02:55:00,AtRestaurant,0
2022-05-10,02:55:00,AtWork,0
2022-05-10,03:00:00,AtHome,880
2022-05-10,03:00:00,Transport,0
2022-05-10,03:00:00,AtRecreation,0
2022-05-10,03:00:00,AtRestaurant,0
2022-05-10,03:00:00,AtWork,0
2022-05-10,03:05:00,AtHome,880
2022-05-10,03:05:00,Transport,0
2022-05-10,03:05:00,AtRecreation,0
2022-05-10,03:05:00,AtRestaurant,0
2022-05-10,03:05:00,AtWork,0
2022-05-10,03:10:00,AtHome,880
2022-05-10,03:10:00,Transport,0
2022-05-10,03:10:00,AtRecreation,0
2022-05-10,03:10:00,AtRestaurant,0
2022-05-10,03:10:00,AtWork,0
2022-05-10,03:15:00,AtHome,880
2022-05-10,03:15:00,Transport,0
2022-05-10,03:15:00,AtRecreation,0
2022-05-10,03:15:00,AtRestaurant,0
2022-05-10,03:15:00,AtWork,0
2022-05-10,03:20:00,AtHome,880
2022-05-10,03:20:00,Transport,0
2022-05-10,03:20:00,AtRecreation,0
2022-05-10,03:20:00,AtRestaurant,0
2022-05-10,03:20:00,AtWork,0
2022-05-10,03:25:00,AtHome,880
2022-05-10,03:25:00,Transport,0
2022-05-10,03:25:00,AtRecreation,0
2022-05-10,03:25:00,AtRestaurant,0
2022-05-10,03:25:00,AtWork,0
2022-05-10,03:30:00,AtHome,880
2022-05-10,03:30:00,Transport,0
2022-05-10,03:30:00,AtRecreation,0
2022-05-10,03:30:00,AtRestaurant,0
2022-05-10,03:30:00,AtWork,0
2022-05-10,03:35:00,AtHome,880
2022-05-10,03:35:00,Transport,0
2022-05-10,03:35:00,AtRecreation,0
2022-05-10,03:35:00,AtRestaurant,0
2022-05-10,03:35:00,AtWork,0
2022-05-10,03:40:00,AtHome,880
2022-05-10,03:40:00,Transport,0
2022-05-10,03:40:00,AtRecreation,0
2022-05-10,03:40:00,AtRestaurant,0
2022-05-10,03:40:00,AtWork,0
2022-05-10,03:45:00,AtHome,880
2022-05-10,03:45:00,Transport,0
2022-05-10,03:45:00,AtRecreation,0
